timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img62.txt 0.01;fast;slow;slow;fast;fast;fast;399.4716546535492;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img59.txt 0.01;fast;slow;slow;fast;fast;fast;390.7924370765686;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img87.txt 0.01;fast;slow;slow;slow;slow;fast;372.41914415359497;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img83.txt 0.01;fast;slow;slow;slow;slow;slow;371.44601821899414;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img32.txt 0.01;fast;slow;slow;slow;fast;fast;390.1726658344269;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img67.txt 0.01;fast;slow;slow;slow;fast;fast;405.43984270095825;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img44.txt 0.01;fast;slow;slow;slow;fast;fast;398.94044518470764;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img79.txt 0.01;fast;slow;slow;slow;slow;slow;374.02222204208374;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img58.txt 0.01;fast;slow;fast;fast;fast;fast;1588.3324382305145;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img31.txt 0.01;fast;slow;slow;fast;fast;fast;414.1361675262451;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img75.txt 0.01;fast;slow;slow;slow;fast;fast;412.79368257522583;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img25.txt 0.01;fast;slow;slow;slow;slow;slow;363.2703757286072;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img78.txt 0.01;fast;slow;slow;slow;fast;fast;390.65876054763794;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img19.txt 0.01;fast;slow;slow;slow;fast;fast;390.8431816101074;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img61.txt 0.01;fast;slow;slow;slow;slow;fast;372.7944164276123;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img66.txt 0.01;fast;slow;slow;slow;slow;fast;418.2478041648865;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img38.txt 0.01;;;;;;;0.00024390220642089844;failed timeout
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img45.txt 0.01;;;;;;;;failed timeout
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img35.txt 0.01;fast;slow;slow;slow;slow;slow;368.804310798645;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img37.txt 0.01;fast;slow;slow;slow;fast;fast;388.5886797904968;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img81.txt 0.01;fast;slow;slow;slow;fast;fast;374.38099575042725;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img21.txt 0.01;fast;slow;slow;slow;slow;fast;371.12310695648193;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img70.txt 0.01;fast;slow;slow;slow;slow;fast;379.0993905067444;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img2.txt 0.01;fast;slow;slow;fast;fast;fast;424.1950252056122;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img17.txt 0.01;fast;slow;slow;slow;fast;fast;2421.5422167778015;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img41.txt 0.01;fast;slow;slow;slow;fast;fast;395.85714983940125;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img88.txt 0.01;fast;slow;slow;slow;fast;fast;383.7422468662262;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img3.txt 0.01;fast;slow;slow;slow;slow;fast;370.68632435798645;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img5.txt 0.01;fast;slow;slow;slow;fast;fast;396.2771339416504;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img92.txt 0.01;fast;slow;slow;slow;fast;fast;409.388418674469;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img22.txt 0.01;fast;slow;slow;slow;fast;fast;390.3266713619232;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img64.txt 0.01;fast;slow;slow;slow;fast;fast;379.4484965801239;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img65.txt 0.01;fast;slow;slow;slow;fast;fast;399.18281722068787;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img93.txt 0.01;fast;slow;slow;slow;slow;slow;365.5978624820709;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img47.txt 0.01;fast;slow;slow;slow;fast;fast;384.5246434211731;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img89.txt 0.01;fast;slow;slow;slow;fast;fast;389.48214626312256;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img91.txt 0.01;fast;slow;slow;slow;slow;slow;367.24310088157654;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img85.txt 0.01;fast;slow;slow;slow;slow;fast;372.7889997959137;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img63.txt 0.01;fast;slow;slow;slow;slow;fast;371.3944969177246;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img69.txt 0.01;fast;slow;slow;slow;slow;fast;369.9248867034912;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img42.txt 0.01;fast;slow;slow;slow;slow;fast;372.4955267906189;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img26.txt 0.01;fast;slow;slow;slow;fast;fast;380.1475019454956;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img82.txt 0.01;fast;slow;slow;slow;slow;slow;360.97870564460754;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img16.txt 0.01;fast;slow;slow;slow;slow;fast;372.7253189086914;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img8.txt 0.01;;;;;;;2.2649765014648438e-05;failed timeout
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img4.txt 0.01;fast;slow;slow;slow;fast;fast;377.1084122657776;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img10.txt 0.01;fast;slow;slow;slow;slow;slow;362.96185779571533;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img27.txt 0.01;fast;slow;slow;slow;slow;fast;394.19910168647766;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img76.txt 0.01;fast;slow;slow;slow;fast;fast;373.43802189826965;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img11.txt 0.01;fast;slow;slow;slow;slow;fast;400.6983320713043;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img18.txt 0.01;fast;slow;slow;slow;fast;fast;403.96435952186584;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img23.txt 0.01;fast;slow;slow;slow;fast;fast;382.2522077560425;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img28.txt 0.01;fast;slow;slow;slow;slow;slow;366.1792459487915;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img77.txt 0.01;fast;slow;slow;slow;fast;fast;399.549277305603;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img50.txt 0.01;fast;slow;slow;slow;slow;fast;378.28959107398987;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img0.txt 0.01;fast;slow;slow;slow;fast;fast;381.365225315094;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img60.txt 0.01;fast;slow;slow;slow;slow;fast;377.0954020023346;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img49.txt 0.01;fast;slow;slow;slow;fast;fast;386.90696716308594;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img30.txt 0.01;fast;slow;slow;slow;fast;fast;382.03348875045776;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img43.txt 0.01;fast;slow;slow;slow;fast;fast;426.5703618526459;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img9.txt 0.01;fast;slow;slow;slow;slow;slow;367.1978769302368;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img12.txt 0.01;fast;slow;slow;slow;slow;slow;365.73111748695374;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img68.txt 0.01;fast;slow;slow;slow;slow;slow;241.33433318138123;verified
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img55.txt 0.01;fast;slow;slow;slow;slow;slow;371.2099974155426;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img20.txt 0.01;fast;slow;slow;slow;slow;slow;366.5830717086792;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img29.txt 0.01;fast;slow;slow;fast;fast;fast;22987.17963194847;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img46.txt 0.01;fast;slow;slow;slow;fast;fast;383.0526807308197;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img56.txt 0.01;fast;slow;slow;slow;slow;slow;367.25361585617065;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img6.txt 0.01;fast;slow;slow;slow;slow;fast;373.5989336967468;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img86.txt 0.01;fast;slow;slow;slow;slow;slow;362.07560539245605;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img51.txt 0.01;fast;slow;slow;slow;slow;fast;371.27219891548157;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img96.txt 0.01;fast;slow;slow;slow;fast;fast;393.14831948280334;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img36.txt 0.01;fast;slow;slow;slow;slow;fast;373.73939990997314;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img57.txt 0.01;fast;slow;slow;slow;fast;fast;382.64016604423523;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img54.txt 0.01;fast;slow;slow;slow;slow;slow;366.44409346580505;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img24.txt 0.01;fast;slow;slow;slow;slow;fast;380.09120178222656;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img33.txt 0.01;fast;slow;slow;slow;slow;fast;389.0338337421417;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img99.txt 0.01;fast;slow;slow;slow;slow;slow;365.83247208595276;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img74.txt 0.01;fast;slow;slow;slow;slow;fast;375.14463210105896;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img40.txt 0.01;fast;slow;slow;slow;fast;fast;388.7217290401459;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img53.txt 0.01;fast;slow;slow;slow;fast;fast;386.62412571907043;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img95.txt 0.01;fast;slow;slow;slow;slow;slow;368.8563461303711;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img34.txt 0.01;fast;slow;slow;slow;slow;slow;366.59526324272156;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img39.txt 0.01;fast;slow;slow;slow;slow;fast;368.2497549057007;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img13.txt 0.01;fast;slow;slow;slow;slow;slow;361.64094519615173;verified
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img7.txt 0.01;fast;slow;slow;slow;slow;fast;379.52243280410767;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img52.txt 0.01;fast;slow;slow;slow;slow;fast;382.2541003227234;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img48.txt 0.01;fast;slow;slow;slow;slow;slow;365.8537323474884;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img15.txt 0.01;fast;slow;slow;slow;fast;fast;384.3038477897644;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img14.txt 0.01;fast;slow;slow;slow;slow;fast;372.02361726760864;failed cannot
timeout 480 python3 analyzer.py ../mnist_nets/mnist_relu_9_200.txt ../mnist_images/img73.txt 0.01;fast;slow;slow;slow;slow;slow;364.95798206329346;failed cannot
